work_id,mp_id,state,district,ia_id,category,sanctioned_amount,status,cost_anomaly_score,cost_anomaly_reason,dup_score,dup_reason,structuring_score,structuring_reason,execution_risk_score,execution_risk_reason,image_forensics_score,image_forensics_reason,network_score,network_reason,rule_score,rule_reason,corroboration_count,composite_risk_score,risk_tier,delay_risk_score,delay_tier,risk_explanation
W00960,MP027,Uttar Pradesh,Sitapur,IA033,Drinking Water Facility,2082794.46,Completed,0.3579497934519777,,0.0,,0.0,,0.0,,1.0,"identical photo (hash 2aedad26689ce119) also submitted as completion evidence for 2 other unrelated work(s): W00960, W01316",0.0,,0.0,,2,92.0,Critical,0.0,On Track,"identical photo (hash 2aedad26689ce119) also submitted as completion evidence for 2 other unrelated work(s): W00960, W01316"
W01401,MP028,Tamil Nadu,Madurai,IA031,Drainage / Sewage Line (per km),4649439.59,Completed,0.5671312550644657,,0.8773180522456263,"description + location closely match work W01105 (text similarity 0.75, 114m apart) -- possible duplicate/phantom billing",0.0,,0.0,,0.05252549935231198,,0.0,,0.0,,2,86.6,Critical,0.0,On Track,"description + location closely match work W01105 (text similarity 0.75, 114m apart) -- possible duplicate/phantom billing"
W01404,MP010,Bihar,Gaya,IA036,Public Toilet Complex,603609.69,Completed,0.3047521842738556,,0.8642481279579557,"description + location closely match work W01113 (text similarity 0.73, 114m apart) -- possible duplicate/phantom billing",0.0,,0.0,,0.012955737074634864,,0.0,,0.0,,2,85.5,Critical,0.0,On Track,"description + location closely match work W01113 (text similarity 0.73, 114m apart) -- possible duplicate/phantom billing"
W01113,MP010,Bihar,Gaya,IA036,Public Toilet Complex,603609.69,Completed,0.3047521842738556,,0.8642481279579557,"description + location closely match work W01404 (text similarity 0.73, 114m apart) -- possible duplicate/phantom billing",0.0,,0.0,,0.04070170569412643,,0.0,,0.0,,2,85.5,Critical,0.0,On Track,"description + location closely match work W01404 (text similarity 0.73, 114m apart) -- possible duplicate/phantom billing"
W01403,MP030,Bihar,Muzaffarpur,IA032,Drinking Water Facility,1382343.57,In Progress,0.36679768671945223,,0.8597852418095715,"description + location closely match work W00606 (text similarity 0.68, 86m apart) -- possible duplicate/phantom billing",0.0,,0.0,,0.0,,0.0,,0.0,,2,85.1,Critical,0.0,On Track,"description + location closely match work W00606 (text similarity 0.68, 86m apart) -- possible duplicate/phantom billing"
W00606,MP030,Bihar,Muzaffarpur,IA032,Drinking Water Facility,1382343.57,In Progress,0.36679768671945223,,0.8597852418095715,"description + location closely match work W01403 (text similarity 0.68, 86m apart) -- possible duplicate/phantom billing",0.0,,0.0,,0.0,,0.0,,0.0,,2,85.1,Critical,0.0,On Track,"description + location closely match work W01403 (text similarity 0.68, 86m apart) -- possible duplicate/phantom billing"
W01399,MP012,Uttar Pradesh,Varanasi,IA057,Public Toilet Complex,1290332.79,Completed,1.0,cost is 3.3x the typical spread for 'Public Toilet Complex' works in Uttar Pradesh (peer-group check),0.0,,0.0,,0.0,,0.01377367748251339,,0.0,,0.0,,1,85.0,Critical,0.0,On Track,cost is 3.3x the typical spread for 'Public Toilet Complex' works in Uttar Pradesh (peer-group check)
W00594,MP022,Uttar Pradesh,Meerut,IA005,Public Toilet Complex,1376817.86,Completed,1.0,cost is 3.2x the typical spread for 'Public Toilet Complex' works in Uttar Pradesh (peer-group check),0.0,,0.0,,0.0,,0.13219989482154185,,0.0,,0.0,,1,85.0,Critical,0.0,On Track,cost is 3.2x the typical spread for 'Public Toilet Complex' works in Uttar Pradesh (peer-group check)
W00526,MP024,Maharashtra,Nagpur,IA035,Road Construction (per km),4144492.94,In Progress,1.0,cost is -4.4x the typical spread for 'Road Construction (per km)' works in Maharashtra (peer-group check),0.0,,0.0,,1.0,"sanctioned 473 days ago but expected duration was only 270 days (1.8x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,1,85.0,Critical,100.0,Severely Stalled,cost is -4.4x the typical spread for 'Road Construction (per km)' works in Maharashtra (peer-group check)
W00659,MP012,Uttar Pradesh,Varanasi,IA057,Public Toilet Complex,1574356.66,Completed,1.0,cost is 3.9x the typical spread for 'Public Toilet Complex' works in Uttar Pradesh (peer-group check),0.0,,0.0,,0.0,,0.01928543290429169,,0.0,,0.0,,1,85.0,Critical,0.0,On Track,cost is 3.9x the typical spread for 'Public Toilet Complex' works in Uttar Pradesh (peer-group check)
W00596,MP031,Uttar Pradesh,Gorakhpur,IA026,Drinking Water Facility,1208057.44,Completed,1.0,cost is 3.4x the typical spread for 'Drinking Water Facility' works in Uttar Pradesh (peer-group check),0.0,,0.0,,0.0,,0.10479988230309177,,0.0,,0.0,,1,85.0,Critical,0.0,On Track,cost is 3.4x the typical spread for 'Drinking Water Facility' works in Uttar Pradesh (peer-group check)
W00647,MP009,Bihar,Muzaffarpur,IA032,Road Construction (per km),5831358.92,In Progress,1.0,cost is -3.2x the typical spread for 'Road Construction (per km)' works in Bihar (peer-group check),0.0,,0.0,,1.0,"100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,0.0,,0.0,,1,85.0,Critical,100.0,Severely Stalled,cost is -3.2x the typical spread for 'Road Construction (per km)' works in Bihar (peer-group check)
W00858,MP038,Tamil Nadu,Madurai,IA031,Public Toilet Complex,432684.27,Completed,0.9936347155310504,cost is -3.0x the typical spread for 'Public Toilet Complex' works in Tamil Nadu (peer-group check),0.0,,0.0,,0.0,,0.023414378659779207,,0.0,,0.0,,1,84.5,Critical,0.0,On Track,cost is -3.0x the typical spread for 'Public Toilet Complex' works in Tamil Nadu (peer-group check)
W00148,MP036,Maharashtra,Nashik,IA027,Drinking Water Facility,2570006.37,Completed,0.9748520349540022,cost is 2.9x the typical spread for 'Drinking Water Facility' works in Maharashtra (peer-group check),0.0,,0.0,,0.0,,0.026114633344810987,,0.0,,0.0,,1,82.9,Critical,0.0,On Track,cost is 2.9x the typical spread for 'Drinking Water Facility' works in Maharashtra (peer-group check)
W00070,MP036,Maharashtra,Nashik,IA048,Health Sub-Centre Upgrade,923788.09,Completed,0.9756401797402345,cost is -2.9x the typical spread for 'Health Sub-Centre Upgrade' works in Maharashtra (peer-group check),0.0,,0.0,,0.0,,0.08902122592533629,,0.0,,0.0,,1,82.9,Critical,0.0,On Track,cost is -2.9x the typical spread for 'Health Sub-Centre Upgrade' works in Maharashtra (peer-group check)
W01356,MP035,West Bengal,Malda,IA050,Street Lighting (per 50 units),1076294.95,Completed,0.015167376672381218,,0.9703300031073596,"description + location closely match work W01412 (text similarity 0.77, 65m apart) -- possible duplicate/phantom billing",0.0,,0.0,,0.035628138822434256,,0.0,,0.0,,1,82.5,Critical,0.0,On Track,"description + location closely match work W01412 (text similarity 0.77, 65m apart) -- possible duplicate/phantom billing"
W01412,MP035,West Bengal,Malda,IA050,Street Lighting (per 50 units),1076294.95,Completed,0.015167376672381218,,0.9703300031073596,"description + location closely match work W01356 (text similarity 0.77, 65m apart) -- possible duplicate/phantom billing",0.0,,0.0,,0.04094080443747814,,0.0,,0.0,,1,82.5,Critical,0.0,On Track,"description + location closely match work W01356 (text similarity 0.77, 65m apart) -- possible duplicate/phantom billing"
W00811,MP040,Bihar,Gaya,IA042,Road Construction (per km),5222016.67,Completed,0.9630066559291879,cost is 2.9x the typical spread for 'Road Construction (per km)' works in Bihar (peer-group check),0.0,,0.0,,0.0,,0.00634806300660275,,0.0,,0.0,,1,81.9,Critical,0.0,On Track,cost is 2.9x the typical spread for 'Road Construction (per km)' works in Bihar (peer-group check)
W00953,MP003,Bihar,Patna,IA023,Road Construction (per km),7982691.54,Completed,0.22514819261208616,,0.0,,0.95,"3 payments totalling ₹2,633,300 were each made just under the ₹1,000,000 approval threshold, within 4 days of each other -- consistent with structuring to avoid extra review",0.0,,0.02472664967908637,,0.0,,0.0,,1,80.8,Critical,0.0,On Track,"3 payments totalling ₹2,633,300 were each made just under the ₹1,000,000 approval threshold, within 4 days of each other -- consistent with structuring to avoid extra review"
W00347,MP032,Tamil Nadu,Coimbatore,IA015,Street Lighting (per 50 units),1556825.44,Completed,0.9466464071718815,cost is -2.8x the typical spread for 'Street Lighting (per 50 units)' works in Tamil Nadu (peer-group check),0.0,,0.0,,0.0,,0.05500432547857187,,0.0,,0.0,,1,80.5,Critical,0.0,On Track,cost is -2.8x the typical spread for 'Street Lighting (per 50 units)' works in Tamil Nadu (peer-group check)
W01408,MP038,Tamil Nadu,Coimbatore,IA024,Drainage / Sewage Line (per km),3170470.71,Completed,0.422549288325798,,0.8029545887462162,"description + location closely match work W01073 (text similarity 0.62, 96m apart) -- possible duplicate/phantom billing",0.0,,0.0,,0.013044261137702524,,0.0,,0.0,,2,80.3,Critical,0.0,On Track,"description + location closely match work W01073 (text similarity 0.62, 96m apart) -- possible duplicate/phantom billing"
W01073,MP038,Tamil Nadu,Coimbatore,IA024,Drainage / Sewage Line (per km),3170470.71,Completed,0.422549288325798,,0.8029545887462162,"description + location closely match work W01408 (text similarity 0.62, 96m apart) -- possible duplicate/phantom billing",0.0,,0.0,,0.06427283358734394,,0.0,,0.0,,2,80.3,Critical,0.0,On Track,"description + location closely match work W01408 (text similarity 0.62, 96m apart) -- possible duplicate/phantom billing"
W01382,MP025,Bihar,Patna,IA023,School Building Renovation,1470991.33,Completed,0.9440947437916402,cost is -2.8x the typical spread for 'School Building Renovation' works in Bihar (peer-group check),0.0,,0.0,,0.0,,0.03496770071354324,,0.0,,0.0,,1,80.2,Critical,0.0,On Track,cost is -2.8x the typical spread for 'School Building Renovation' works in Bihar (peer-group check)
W00666,MP027,Uttar Pradesh,Sitapur,IA010,Health Sub-Centre Upgrade,1817756.9,Completed,0.29165455641941224,,0.0,,0.0,,0.0,,0.011165975278025325,,1.0,"3 Implementing Agencies in Sitapur (IA010, IA017, IA029) share an unusually overlapping small set of regular vendors (V025, V073) -- avg vendor-overlap 58%, consistent with a closed-loop vendor ring",0.0,,1,80.0,Critical,0.0,On Track,"3 Implementing Agencies in Sitapur (IA010, IA017, IA029) share an unusually overlapping small set of regular vendors (V025, V073) -- avg vendor-overlap 58%, consistent with a closed-loop vendor ring"
W00644,MP027,Uttar Pradesh,Sitapur,IA010,Public Toilet Complex,426748.74,Completed,0.1736954862960108,,0.0,,0.0,,0.0,,0.046169117067359385,,1.0,"3 Implementing Agencies in Sitapur (IA010, IA017, IA029) share an unusually overlapping small set of regular vendors (V025, V073) -- avg vendor-overlap 58%, consistent with a closed-loop vendor ring",0.0,,1,80.0,Critical,0.0,On Track,"3 Implementing Agencies in Sitapur (IA010, IA017, IA029) share an unusually overlapping small set of regular vendors (V025, V073) -- avg vendor-overlap 58%, consistent with a closed-loop vendor ring"
W00677,MP027,Uttar Pradesh,Sitapur,IA017,Road Construction (per km),4257170.27,In Progress,0.24400771031561905,,0.0,,0.0,,0.0,,0.0,,1.0,"3 Implementing Agencies in Sitapur (IA010, IA017, IA029) share an unusually overlapping small set of regular vendors (V025, V073) -- avg vendor-overlap 58%, consistent with a closed-loop vendor ring",0.0,,1,80.0,Critical,0.0,On Track,"3 Implementing Agencies in Sitapur (IA010, IA017, IA029) share an unusually overlapping small set of regular vendors (V025, V073) -- avg vendor-overlap 58%, consistent with a closed-loop vendor ring"
W01264,MP027,Uttar Pradesh,Sitapur,IA010,Public Toilet Complex,1195092.73,Completed,0.0640565077490296,,0.0,,0.0,,0.0,,0.0037253016510936147,,1.0,"3 Implementing Agencies in Sitapur (IA010, IA017, IA029) share an unusually overlapping small set of regular vendors (V025, V073) -- avg vendor-overlap 58%, consistent with a closed-loop vendor ring",0.0,,1,80.0,Critical,0.0,On Track,"3 Implementing Agencies in Sitapur (IA010, IA017, IA029) share an unusually overlapping small set of regular vendors (V025, V073) -- avg vendor-overlap 58%, consistent with a closed-loop vendor ring"
W00650,MP027,Uttar Pradesh,Sitapur,IA010,Health Sub-Centre Upgrade,1720396.38,Completed,0.13787939056116394,,0.0,,0.0,,0.0,,0.10918459377956093,,1.0,"3 Implementing Agencies in Sitapur (IA010, IA017, IA029) share an unusually overlapping small set of regular vendors (V025, V073) -- avg vendor-overlap 58%, consistent with a closed-loop vendor ring",0.0,,1,80.0,Critical,0.0,On Track,"3 Implementing Agencies in Sitapur (IA010, IA017, IA029) share an unusually overlapping small set of regular vendors (V025, V073) -- avg vendor-overlap 58%, consistent with a closed-loop vendor ring"
W01231,MP001,West Bengal,Malda,IA051,Community Hall,3956212.8,Completed,0.4592347668329622,,0.0,,0.8,"2 payments totalling ₹1,840,518 were each made just under the ₹1,000,000 approval threshold, within 2 days of each other -- consistent with structuring to avoid extra review",0.0,,0.08415514964670118,,0.0,,0.0,,2,80.0,Critical,0.0,On Track,"2 payments totalling ₹1,840,518 were each made just under the ₹1,000,000 approval threshold, within 2 days of each other -- consistent with structuring to avoid extra review"
W01244,MP027,Uttar Pradesh,Sitapur,IA017,Community Hall,3652467.49,In Progress,0.1559423004925394,,0.0,,0.0,,1.0,"sanctioned 746 days ago but expected duration was only 240 days (3.1x overdue), still marked 'In Progress' | 100% of sanctioned funds already disbursed, but work is still marked 'In Progress' -- payment has outpaced physical progress",0.0,,1.0,"3 Implementing Agencies in Sitapur (IA010, IA017, IA029) share an unusually overlapping small set of regular vendors (V025, V073) -- avg vendor-overlap 58%, consistent with a closed-loop vendor ring",0.0,,1,80.0,Critical,100.0,Severely Stalled,"3 Implementing Agencies in Sitapur (IA010, IA017, IA029) share an unusually overlapping small set of regular vendors (V025, V073) -- avg vendor-overlap 58%, consistent with a closed-loop vendor ring"
W00769,MP027,Uttar Pradesh,Sitapur,IA010,Public Toilet Complex,1042448.13,Completed,0.017936473828814685,,0.0,,0.0,,0.0,,0.020565367847569953,,1.0,"3 Implementing Agencies in Sitapur (IA010, IA017, IA029) share an unusually overlapping small set of regular vendors (V025, V073) -- avg vendor-overlap 58%, consistent with a closed-loop vendor ring",0.0,,1,80.0,Critical,0.0,On Track,"3 Implementing Agencies in Sitapur (IA010, IA017, IA029) share an unusually overlapping small set of regular vendors (V025, V073) -- avg vendor-overlap 58%, consistent with a closed-loop vendor ring"
